기준_년분기_코드,행정동코드,통합_카테고리,sales_sum,sales_mean,sales_count,store_count,pop_sum,pop_mean,pop_count,행정동명
20251,11650600,카페,1831347280,1831347280.0,1,0,4356245,4356245.0,1,방배1동
20251,11650600,패스트푸드/치킨,1118358593,559179296.5,2,0,4356245,4356245.0,1,방배1동
20251,11650600,편의점,1680092781,1680092781.0,1,33,4356245,4356245.0,1,방배1동
20251,11650600,한식,6856075297,6856075297.0,1,100,4356245,4356245.0,1,방배1동
20251,11650610,B2B 서비스,645056972,322528486.0,2,502,4539414,4539414.0,1,방배2동
20251,11650610,미용실,316033085,316033085.0,1,68,4539414,4539414.0,1,방배2동
20251,11650610,분식/간식,720501253,360250626.5,2,53,4539414,4539414.0,1,방배2동
20251,11650610,뷰티/화장품,486416319,243208159.5,2,22,4539414,4539414.0,1,방배2동
20251,11650610,생활용품 소매,1919595662,319932610.3333333,6,43,4539414,4539414.0,1,방배2동
20251,11650610,수리/세탁,31562046,31562046.0,1,17,4539414,4539414.0,1,방배2동
20251,11650610,스포츠 강습,85656087,85656087.0,1,0,4539414,4539414.0,1,방배2동
20251,11650610,스포츠/레저,240217628,120108814.0,2,24,4539414,4539414.0,1,방배2동
20251,11650610,식품 소매,2900819697,966939899.0,3,15,4539414,4539414.0,1,방배2동
20251,11650610,애완동물,19317334,19317334.0,1,2,4539414,4539414.0,1,방배2동
20251,11650610,양식/기타외식,2831737181,2831737181.0,1,25,4539414,4539414.0,1,방배2동
20251,11650610,예술학원,148755671,148755671.0,1,93,4539414,4539414.0,1,방배2동
20251,11650610,오락/유흥,544774128,272387064.0,2,23,4539414,4539414.0,1,방배2동
20251,11650610,의료/약국,5647144501,1129428900.2,5,43,4539414,4539414.0,1,방배2동
20251,11650610,의류/패션,205369506,205369506.0,1,23,4539414,4539414.0,1,방배2동
20251,11650610,일반학원,976432122,488216061.0,2,54,4539414,4539414.0,1,방배2동
20251,11650610,일식,1484863812,1484863812.0,1,23,4539414,4539414.0,1,방배2동
20251,11650610,전자/통신,386289903,193144951.5,2,13,4539414,4539414.0,1,방배2동
20251,11650610,주점,3733724265,3733724265.0,1,43,4539414,4539414.0,1,방배2동
20251,11650610,중식,1020491769,1020491769.0,1,15,4539414,4539414.0,1,방배2동
20251,11650610,카페,2859786526,2859786526.0,1,0,4539414,4539414.0,1,방배2동
20251,11650610,패스트푸드/치킨,286384108,143192054.0,2,0,4539414,4539414.0,1,방배2동
20251,11650610,편의점,1160453237,1160453237.0,1,27,4539414,4539414.0,1,방배2동
20251,11650610,한식,15785324254,15785324254.0,1,148,4539414,4539414.0,1,방배2동
20251,11650620,B2B 서비스,63073172,63073172.0,1,228,3385097,3385097.0,1,방배3동
20251,11650620,미용실,289067951,289067951.0,1,39,3385097,3385097.0,1,방배3동
20251,11650620,분식/간식,1043368197,521684098.5,2,20,3385097,3385097.0,1,방배3동
20251,11650620,뷰티/화장품,460971439,153657146.33333334,3,23,3385097,3385097.0,1,방배3동
20251,11650620,생활용품 소매,282934540,94311513.33333333,3,31,3385097,3385097.0,1,방배3동
20251,11650620,수리/세탁,122306391,61153195.5,2,20,3385097,3385097.0,1,방배3동
20251,11650620,스포츠 강습,1594223,1594223.0,1,0,3385097,3385097.0,1,방배3동
20251,11650620,스포츠/레저,56370968,56370968.0,1,14,3385097,3385097.0,1,방배3동
20251,11650620,식품 소매,603271290,201090430.0,3,14,3385097,3385097.0,1,방배3동
20251,11650620,양식/기타외식,32364321,32364321.0,1,4,3385097,3385097.0,1,방배3동
20251,11650620,예술학원,198332549,198332549.0,1,48,3385097,3385097.0,1,방배3동
20251,11650620,오락/유흥,2560787,2560787.0,1,3,3385097,3385097.0,1,방배3동
20251,11650620,의료/약국,17030846503,3406169300.6,5,18,3385097,3385097.0,1,방배3동
20251,11650620,의류/패션,74594302,37297151.0,2,20,3385097,3385097.0,1,방배3동
20251,11650620,일반학원,808255868,404127934.0,2,29,3385097,3385097.0,1,방배3동
20251,11650620,주점,102856475,102856475.0,1,4,3385097,3385097.0,1,방배3동
20251,11650620,중식,38742257,38742257.0,1,5,3385097,3385097.0,1,방배3동
20251,11650620,카페,369502523,369502523.0,1,0,3385097,3385097.0,1,방배3동
20251,11650620,패스트푸드/치킨,20291344,20291344.0,1,0,3385097,3385097.0,1,방배3동
20251,11650620,편의점,1013567961,1013567961.0,1,20,3385097,3385097.0,1,방배3동
20251,11650620,한식,2531616023,2531616023.0,1,34,3385097,3385097.0,1,방배3동
20251,11650621,B2B 서비스,1641836211,547278737.0,3,603,6253360,6253360.0,1,방배4동
20251,11650621,미용실,368494222,368494222.0,1,97,6253360,6253360.0,1,방배4동
20251,11650621,분식/간식,2055212328,1027606164.0,2,68,6253360,6253360.0,1,방배4동
20251,11650621,뷰티/화장품,1148505422,382835140.6666667,3,45,6253360,6253360.0,1,방배4동
20251,11650621,생활용품 소매,3287976282,657595256.4,5,85,6253360,6253360.0,1,방배4동
20251,11650621,수리/세탁,314696016,314696016.0,1,36,6253360,6253360.0,1,방배4동
20251,11650621,스포츠 강습,610960073,610960073.0,1,0,6253360,6253360.0,1,방배4동
20251,11650621,스포츠/레저,232151928,116075964.0,2,34,6253360,6253360.0,1,방배4동
20251,11650621,식품 소매,8999227858,2249806964.5,4,40,6253360,6253360.0,1,방배4동
20251,11650621,양식/기타외식,1023067869,1023067869.0,1,26,6253360,6253360.0,1,방배4동
20251,11650621,예술학원,232846908,232846908.0,1,106,6253360,6253360.0,1,방배4동
20251,11650621,오락/유흥,75252008,37626004.0,2,11,6253360,6253360.0,1,방배4동
20251,11650621,의료/약국,19921998257,3320333042.8333335,6,96,6253360,6253360.0,1,방배4동
20251,11650621,의류/패션,491695115,491695115.0,1,40,6253360,6253360.0,1,방배4동
20251,11650621,일반학원,2720408228,1360204114.0,2,91,6253360,6253360.0,1,방배4동
20251,11650621,일식,302162942,302162942.0,1,15,6253360,6253360.0,1,방배4동
20251,11650621,전자/통신,1223271865,305817966.25,4,8,6253360,6253360.0,1,방배4동
20251,11650621,주점,716733262,716733262.0,1,18,6253360,6253360.0,1,방배4동
20251,11650621,중식,232532387,232532387.0,1,14,6253360,6253360.0,1,방배4동
20251,11650621,카페,1441020316,1441020316.0,1,0,6253360,6253360.0,1,방배4동
20251,11650621,패스트푸드/치킨,182667782,91333891.0,2,0,6253360,6253360.0,1,방배4동
20251,11650621,편의점,2039532267,2039532267.0,1,34,6253360,6253360.0,1,방배4동
20251,11650621,한식,10070201581,10070201581.0,1,101,6253360,6253360.0,1,방배4동
20251,11650651,B2B 서비스,1319530661,329882665.25,4,1097,8398928,8398928.0,1,양재1동
20251,11650651,미용실,1301373943,1301373943.0,1,76,8398928,8398928.0,1,양재1동
20251,11650651,분식/간식,3667732191,1833866095.5,2,94,8398928,8398928.0,1,양재1동
20251,11650651,뷰티/화장품,3212118102,1070706034.0,3,54,8398928,8398928.0,1,양재1동
20251,11650651,생활용품 소매,22341643383,2792705422.875,8,115,8398928,8398928.0,1,양재1동
20251,11650651,수리/세탁,60028543,60028543.0,1,48,8398928,8398928.0,1,양재1동
20251,11650651,숙박,31018406,31018406.0,1,11,8398928,8398928.0,1,양재1동
20251,11650651,스포츠 강습,469185321,469185321.0,1,0,8398928,8398928.0,1,양재1동
20251,11650651,스포츠/레저,343772319,171886159.5,2,56,8398928,8398928.0,1,양재1동
20251,11650651,식품 소매,5066957318,1266739329.5,4,40,8398928,8398928.0,1,양재1동
20251,11650651,애완동물,25185901,25185901.0,1,11,8398928,8398928.0,1,양재1동
20251,11650651,양식/기타외식,930875063,930875063.0,1,32,8398928,8398928.0,1,양재1동
20251,11650651,예술학원,1387636369,1387636369.0,1,167,8398928,8398928.0,1,양재1동
20251,11650651,오락/유흥,796157290,398078645.0,2,32,8398928,8398928.0,1,양재1동
20251,11650651,의료/약국,32666573510,5444428918.333333,6,90,8398928,8398928.0,1,양재1동
20251,11650651,의류/패션,642206708,642206708.0,1,54,8398928,8398928.0,1,양재1동
20251,11650651,일반학원,1827053201,913526600.5,2,91,8398928,8398928.0,1,양재1동
20251,11650651,일식,590649721,590649721.0,1,34,8398928,8398928.0,1,양재1동
20251,11650651,전자/통신,570219397,142554849.25,4,19,8398928,8398928.0,1,양재1동
20251,11650651,주점,4058040261,4058040261.0,1,54,8398928,8398928.0,1,양재1동
20251,11650651,중식,1819177828,1819177828.0,1,23,8398928,8398928.0,1,양재1동
20251,11650651,카페,3668332913,3668332913.0,1,0,8398928,8398928.0,1,양재1동
20251,11650651,패스트푸드/치킨,1528447231,764223615.5,2,0,8398928,8398928.0,1,양재1동
20251,11650651,편의점,2925071389,2925071389.0,1,64,8398928,8398928.0,1,양재1동
20251,11650651,한식,23562593470,23562593470.0,1,217,8398928,8398928.0,1,양재1동
20251,11650652,B2B 서비스,7076109844,2358703281.3333335,3,1382,5710184,5710184.0,1,양재2동
20251,11650652,미용실,312465329,312465329.0,1,68,5710184,5710184.0,1,양재2동
20251,11650652,분식/간식,3085467006,1542733503.0,2,114,5710184,5710184.0,1,양재2동
20251,11650652,뷰티/화장품,1524885034,508295011.3333333,3,61,5710184,5710184.0,1,양재2동
20251,11650652,생활용품 소매,22027893558,2447543728.6666665,9,307,5710184,5710184.0,1,양재2동
20251,11650652,수리/세탁,232915808,232915808.0,1,44,5710184,5710184.0,1,양재2동
20251,11650652,스포츠 강습,209622690,209622690.0,1,0,5710184,5710184.0,1,양재2동
20251,11650652,스포츠/레저,1055911946,527955973.0,2,43,5710184,5710184.0,1,양재2동
20251,11650652,식품 소매,28475713105,7118928276.25,4,57,5710184,5710184.0,1,양재2동
20251,11650652,양식/기타외식,881691147,881691147.0,1,30,5710184,5710184.0,1,양재2동
20251,11650652,예술학원,293896687,293896687.0,1,101,5710184,5710184.0,1,양재2동
20251,11650652,오락/유흥,1133424018,377808006.0,3,42,5710184,5710184.0,1,양재2동
20251,11650652,의료/약국,10439538022,1739923003.6666667,6,45,5710184,5710184.0,1,양재2동
20251,11650652,의류/패션,2485249321,1242624660.5,2,86,5710184,5710184.0,1,양재2동
20251,11650652,일반학원,1207215887,603607943.5,2,80,5710184,5710184.0,1,양재2동
20251,11650652,일식,1304245971,1304245971.0,1,30,5710184,5710184.0,1,양재2동
20251,11650652,전자/통신,3662514242,915628560.5,4,28,5710184,5710184.0,1,양재2동
20251,11650652,주점,2128795824,2128795824.0,1,40,5710184,5710184.0,1,양재2동
20251,11650652,중식,2133477190,2133477190.0,1,28,5710184,5710184.0,1,양재2동
20251,11650652,카페,5514427600,5514427600.0,1,0,5710184,5710184.0,1,양재2동
20251,11650652,패스트푸드/치킨,2950563892,1475281946.0,2,0,5710184,5710184.0,1,양재2동
20251,11650652,편의점,3802774406,3802774406.0,1,77,5710184,5710184.0,1,양재2동
20251,11650652,한식,21675895330,21675895330.0,1,286,5710184,5710184.0,1,양재2동
20251,11650660,미용실,15055945,15055945.0,1,10,1874838,1874838.0,1,내곡동
20251,11650660,분식/간식,128073944,64036972.0,2,13,1874838,1874838.0,1,내곡동
20251,11650660,뷰티/화장품,77748605,77748605.0,1,10,1874838,1874838.0,1,내곡동
20251,11650660,생활용품 소매,786773849,786773849.0,1,80,1874838,1874838.0,1,내곡동
20251,11650660,수리/세탁,15009896,15009896.0,1,8,1874838,1874838.0,1,내곡동
20251,11650660,스포츠 강습,91613243,91613243.0,1,0,1874838,1874838.0,1,내곡동
20251,11650660,식품 소매,425413003,141804334.33333334,3,15,1874838,1874838.0,1,내곡동
20251,11650660,예술학원,99010811,99010811.0,1,33,1874838,1874838.0,1,내곡동
20251,11650660,의료/약국,725466806,181366701.5,4,26,1874838,1874838.0,1,내곡동
20251,11650660,일반학원,67196990,67196990.0,1,30,1874838,1874838.0,1,내곡동
20251,11650660,중식,61884228,61884228.0,1,2,1874838,1874838.0,1,내곡동
20251,11650660,카페,442627515,442627515.0,1,0,1874838,1874838.0,1,내곡동
20251,11650660,패스트푸드/치킨,9456223,9456223.0,1,0,1874838,1874838.0,1,내곡동
20251,11650660,편의점,194242833,194242833.0,1,22,1874838,1874838.0,1,내곡동
20251,11650660,한식,2203106752,2203106752.0,1,57,1874838,1874838.0,1,내곡동
20251,11680510,B2B 서비스,1652218440,550739480.0,3,1334,6531524,6531524.0,1,신사동
20251,11680510,미용실,4547098657,4547098657.0,1,279,6531524,6531524.0,1,신사동
20251,11680510,분식/간식,3222180739,1611090369.5,2,130,6531524,6531524.0,1,신사동
20251,11680510,뷰티/화장품,13759190570,4586396856.666667,3,167,6531524,6531524.0,1,신사동
20251,11680510,생활용품 소매,6684297508,954899644.0,7,170,6531524,6531524.0,1,신사동
20251,11680510,수리/세탁,207468878,207468878.0,1,68,6531524,6531524.0,1,신사동
20251,11680510,숙박,433902173,433902173.0,1,26,6531524,6531524.0,1,신사동
20251,11680510,스포츠 강습,843864500,843864500.0,1,0,6531524,6531524.0,1,신사동
20251,11680510,스포츠/레저,381770691,190885345.5,2,52,6531524,6531524.0,1,신사동
20251,11680510,식품 소매,2779559028,555911805.6,5,55,6531524,6531524.0,1,신사동
20251,11680510,애완동물,256700731,256700731.0,1,8,6531524,6531524.0,1,신사동
20251,11680510,양식/기타외식,6082800188,6082800188.0,1,107,6531524,6531524.0,1,신사동
20251,11680510,예술학원,1916175652,1916175652.0,1,206,6531524,6531524.0,1,신사동
20251,11680510,오락/유흥,1853212443,617737481.0,3,30,6531524,6531524.0,1,신사동
20251,11680510,의료/약국,125057555049,25011511009.8,5,418,6531524,6531524.0,1,신사동
20251,11680510,의류/패션,27905171629,6976292907.25,4,356,6531524,6531524.0,1,신사동
20251,11680510,일반학원,10564832651,5282416325.5,2,168,6531524,6531524.0,1,신사동
20251,11680510,일식,12757148592,12757148592.0,1,95,6531524,6531524.0,1,신사동
20251,11680510,전자/통신,2378054976,594513744.0,4,16,6531524,6531524.0,1,신사동
20251,11680510,주점,7613107876,7613107876.0,1,95,6531524,6531524.0,1,신사동
20251,11680510,중식,2120704487,2120704487.0,1,41,6531524,6531524.0,1,신사동
20251,11680510,카페,4595608139,4595608139.0,1,0,6531524,6531524.0,1,신사동
20251,11680510,패스트푸드/치킨,1649696939,824848469.5,2,0,6531524,6531524.0,1,신사동
20251,11680510,편의점,5202429233,5202429233.0,1,62,6531524,6531524.0,1,신사동
20251,11680510,한식,27092932817,27092932817.0,1,282,6531524,6531524.0,1,신사동
20251,11680521,B2B 서비스,1217692943,405897647.6666667,3,2357,9752622,9752622.0,1,논현1동
20251,11680521,미용실,2385479018,2385479018.0,1,263,9752622,9752622.0,1,논현1동
20251,11680521,분식/간식,2219921146,1109960573.0,2,125,9752622,9752622.0,1,논현1동
20251,11680521,뷰티/화장품,6430482095,2143494031.6666667,3,156,9752622,9752622.0,1,논현1동
20251,11680521,생활용품 소매,37014593863,4626824232.875,8,175,9752622,9752622.0,1,논현1동
20251,11680521,수리/세탁,576588287,576588287.0,1,72,9752622,9752622.0,1,논현1동
20251,11680521,숙박,254629662,254629662.0,1,50,9752622,9752622.0,1,논현1동
20251,11680521,스포츠 강습,135618426,135618426.0,1,0,9752622,9752622.0,1,논현1동
20251,11680521,스포츠/레저,867067073,433533536.5,2,60,9752622,9752622.0,1,논현1동
20251,11680521,식품 소매,25483207726,4247201287.6666665,6,73,9752622,9752622.0,1,논현1동
20251,11680521,애완동물,50904442,50904442.0,1,25,9752622,9752622.0,1,논현1동
20251,11680521,양식/기타외식,903386789,903386789.0,1,54,9752622,9752622.0,1,논현1동
20251,11680521,예술학원,1326532520,1326532520.0,1,158,9752622,9752622.0,1,논현1동
20251,11680521,오락/유흥,2478664716,826221572.0,3,53,9752622,9752622.0,1,논현1동
20251,11680521,의료/약국,94165990829,15694331804.833334,6,338,9752622,9752622.0,1,논현1동
20251,11680521,의류/패션,3575520102,1787760051.0,2,193,9752622,9752622.0,1,논현1동
20251,11680521,일반학원,65717192,32858596.0,2,95,9752622,9752622.0,1,논현1동
20251,11680521,일식,3201406801,3201406801.0,1,50,9752622,9752622.0,1,논현1동
20251,11680521,전자/통신,1690104740,422526185.0,4,24,9752622,9752622.0,1,논현1동
20251,11680521,주점,7814601422,7814601422.0,1,113,9752622,9752622.0,1,논현1동
20251,11680521,중식,2492082787,2492082787.0,1,37,9752622,9752622.0,1,논현1동
20251,11680521,카페,5335176628,5335176628.0,1,0,9752622,9752622.0,1,논현1동
20251,11680521,패스트푸드/치킨,1675103996,837551998.0,2,0,9752622,9752622.0,1,논현1동
20251,11680521,편의점,9063168896,9063168896.0,1,86,9752622,9752622.0,1,논현1동
20251,11680521,한식,39385953759,39385953759.0,1,385,9752622,9752622.0,1,논현1동
20251,11680531,B2B 서비스,750927456,375463728.0,2,2525,11820073,11820073.0,1,논현2동
20251,11680531,미용실,3346147916,3346147916.0,1,208,11820073,11820073.0,1,논현2동
20251,11680531,분식/간식,3404452648,1702226324.0,2,164,11820073,11820073.0,1,논현2동
20251,11680531,뷰티/화장품,5897701744,1965900581.3333333,3,137,11820073,11820073.0,1,논현2동
20251,11680531,생활용품 소매,29773531467,4253361638.142857,7,205,11820073,11820073.0,1,논현2동
20251,11680531,수리/세탁,867498700,867498700.0,1,85,11820073,11820073.0,1,논현2동
20251,11680531,숙박,201312823,201312823.0,1,29,11820073,11820073.0,1,논현2동
20251,11680531,스포츠 강습,940752243,940752243.0,1,0,11820073,11820073.0,1,논현2동
20251,11680531,스포츠/레저,1812560420,906280210.0,2,84,11820073,11820073.0,1,논현2동
20251,11680531,식품 소매,6581551201,1645387800.25,4,64,11820073,11820073.0,1,논현2동
20251,11680531,애완동물,844000616,844000616.0,1,16,11820073,11820073.0,1,논현2동
20251,11680531,양식/기타외식,4582310209,4582310209.0,1,86,11820073,11820073.0,1,논현2동
20251,11680531,예술학원,261820285,261820285.0,1,192,11820073,11820073.0,1,논현2동
20251,11680531,오락/유흥,570468836,190156278.66666666,3,27,11820073,11820073.0,1,논현2동
20251,11680531,의료/약국,28671251496,4778541916.0,6,183,11820073,11820073.0,1,논현2동
20251,11680531,의류/패션,19978438089,19978438089.0,1,143,11820073,11820073.0,1,논현2동
20251,11680531,일반학원,750001151,750001151.0,1,82,11820073,11820073.0,1,논현2동
20251,11680531,일식,4706092575,4706092575.0,1,67,11820073,11820073.0,1,논현2동
20251,11680531,전자/통신,2371782192,790594064.0,3,22,11820073,11820073.0,1,논현2동
20251,11680531,주점,7253856233,7253856233.0,1,108,11820073,11820073.0,1,논현2동
20251,11680531,중식,2325812498,2325812498.0,1,49,11820073,11820073.0,1,논현2동
20251,11680531,카페,6149265175,6149265175.0,1,0,11820073,11820073.0,1,논현2동
20251,11680531,패스트푸드/치킨,866339236,433169618.0,2,0,11820073,11820073.0,1,논현2동
20251,11680531,편의점,9137913223,9137913223.0,1,83,11820073,11820073.0,1,논현2동
20251,11680531,한식,47547732835,47547732835.0,1,431,11820073,11820073.0,1,논현2동
20251,11680545,B2B 서비스,654945315,327472657.5,2,974,7516652,7516652.0,1,압구정동
20251,11680545,미용실,7091480894,7091480894.0,1,308,7516652,7516652.0,1,압구정동
20251,11680545,분식/간식,3851360440,1925680220.0,2,154,7516652,7516652.0,1,압구정동
20251,11680545,뷰티/화장품,15375540009,5125180003.0,3,137,7516652,7516652.0,1,압구정동
20251,11680545,생활용품 소매,9708709490,1213588686.25,8,193,7516652,7516652.0,1,압구정동
20251,11680545,수리/세탁,356331413,356331413.0,1,81,7516652,7516652.0,1,압구정동
20251,11680545,스포츠 강습,974383334,974383334.0,1,0,7516652,7516652.0,1,압구정동
20251,11680545,스포츠/레저,1510818350,755409175.0,2,71,7516652,7516652.0,1,압구정동
20251,11680545,식품 소매,3221433580,644286716.0,5,59,7516652,7516652.0,1,압구정동
20251,11680545,양식/기타외식,18303931241,18303931241.0,1,169,7516652,7516652.0,1,압구정동
20251,11680545,예술학원,3038298382,3038298382.0,1,229,7516652,7516652.0,1,압구정동
20251,11680545,오락/유흥,545939523,181979841.0,3,26,7516652,7516652.0,1,압구정동
20251,11680545,의료/약국,89269434338,17853886867.6,5,362,7516652,7516652.0,1,압구정동
20251,11680545,의류/패션,94417236389,23604309097.25,4,418,7516652,7516652.0,1,압구정동
20251,11680545,일반학원,25502644150,12751322075.0,2,219,7516652,7516652.0,1,압구정동
20251,11680545,일식,4219631285,4219631285.0,1,100,7516652,7516652.0,1,압구정동
20251,11680545,전자/통신,205145178,102572589.0,2,16,7516652,7516652.0,1,압구정동
20251,11680545,주점,9897559603,9897559603.0,1,142,7516652,7516652.0,1,압구정동
20251,11680545,중식,1598891601,1598891601.0,1,49,7516652,7516652.0,1,압구정동
20251,11680545,카페,4441820766,4441820766.0,1,0,7516652,7516652.0,1,압구정동
20251,11680545,패스트푸드/치킨,611476898,305738449.0,2,0,7516652,7516652.0,1,압구정동
20251,11680545,편의점,3852518434,3852518434.0,1,63,7516652,7516652.0,1,압구정동
20251,11680545,한식,33586199145,33586199145.0,1,321,7516652,7516652.0,1,압구정동
20251,11680565,B2B 서비스,1736425457,868212728.5,2,1684,8680956,8680956.0,1,청담동
20251,11680565,미용실,20524570999,20524570999.0,1,386,8680956,8680956.0,1,청담동
20251,11680565,분식/간식,2267691957,1133845978.5,2,93,8680956,8680956.0,1,청담동
20251,11680565,뷰티/화장품,14318416930,4772805643.333333,3,180,8680956,8680956.0,1,청담동
20251,11680565,생활용품 소매,37399419773,5342774253.285714,7,235,8680956,8680956.0,1,청담동
20251,11680565,수리/세탁,253261332,253261332.0,1,56,8680956,8680956.0,1,청담동
20251,11680565,스포츠 강습,2093155170,2093155170.0,1,0,8680956,8680956.0,1,청담동
20251,11680565,스포츠/레저,5591792270,2795896135.0,2,87,8680956,8680956.0,1,청담동
20251,11680565,식품 소매,1573499483,314699896.6,5,55,8680956,8680956.0,1,청담동
20251,11680565,애완동물,345092391,345092391.0,1,16,8680956,8680956.0,1,청담동
20251,11680565,양식/기타외식,16122275749,16122275749.0,1,160,8680956,8680956.0,1,청담동
20251,11680565,예술학원,972775554,972775554.0,1,233,8680956,8680956.0,1,청담동
20251,11680565,오락/유흥,324184626,162092313.0,2,15,8680956,8680956.0,1,청담동
20251,11680565,의료/약국,72666648427,12111108071.166666,6,306,8680956,8680956.0,1,청담동
20251,11680565,의류/패션,51339149989,12834787497.25,4,358,8680956,8680956.0,1,청담동
20251,11680565,일반학원,1587407410,793703705.0,2,121,8680956,8680956.0,1,청담동
20251,11680565,일식,4412496386,4412496386.0,1,91,8680956,8680956.0,1,청담동
20251,11680565,전자/통신,197477313,65825771.0,3,11,8680956,8680956.0,1,청담동
20251,11680565,주점,4087056801,4087056801.0,1,89,8680956,8680956.0,1,청담동
20251,11680565,중식,3009016812,3009016812.0,1,24,8680956,8680956.0,1,청담동
20251,11680565,카페,2796699242,2796699242.0,1,0,8680956,8680956.0,1,청담동
20251,11680565,패스트푸드/치킨,773963508,386981754.0,2,0,8680956,8680956.0,1,청담동
20251,11680565,편의점,7562991953,7562991953.0,1,88,8680956,8680956.0,1,청담동
20251,11680565,한식,21463952016,21463952016.0,1,263,8680956,8680956.0,1,청담동
20251,11680580,B2B 서비스,1659047183,829523591.5,2,1291,4679313,4679313.0,1,삼성1동
20251,11680580,미용실,1257422005,1257422005.0,1,63,4679313,4679313.0,1,삼성1동
20251,11680580,분식/간식,4585516640,2292758320.0,2,90,4679313,4679313.0,1,삼성1동
20251,11680580,뷰티/화장품,6974167540,2324722513.3333335,3,80,4679313,4679313.0,1,삼성1동
20251,11680580,생활용품 소매,15959222717,2279888959.571429,7,131,4679313,4679313.0,1,삼성1동
20251,11680580,수리/세탁,265578931,265578931.0,1,33,4679313,4679313.0,1,삼성1동
20251,11680580,스포츠 강습,343994834,343994834.0,1,0,4679313,4679313.0,1,삼성1동
20251,11680580,스포츠/레저,1875733497,937866748.5,2,49,4679313,4679313.0,1,삼성1동
20251,11680580,식품 소매,9064230432,3021410144.0,3,40,4679313,4679313.0,1,삼성1동
20251,11680580,애완동물,17188992,17188992.0,1,4,4679313,4679313.0,1,삼성1동
20251,11680580,양식/기타외식,10506632161,10506632161.0,1,59,4679313,4679313.0,1,삼성1동
20251,11680580,예술학원,917739,917739.0,1,82,4679313,4679313.0,1,삼성1동
20251,11680580,오락/유흥,1783484529,594494843.0,3,24,4679313,4679313.0,1,삼성1동
20251,11680580,의료/약국,21476932981,4295386596.2,5,99,4679313,4679313.0,1,삼성1동
20251,11680580,의류/패션,31100716614,7775179153.5,4,315,4679313,4679313.0,1,삼성1동
20251,11680580,일반학원,301617097,301617097.0,1,62,4679313,4679313.0,1,삼성1동
20251,11680580,일식,6651992533,6651992533.0,1,51,4679313,4679313.0,1,삼성1동
20251,11680580,전자/통신,790320585,263440195.0,3,13,4679313,4679313.0,1,삼성1동
20251,11680580,주점,7251663096,7251663096.0,1,49,4679313,4679313.0,1,삼성1동
20251,11680580,중식,18035018279,18035018279.0,1,58,4679313,4679313.0,1,삼성1동
20251,11680580,카페,7690804420,7690804420.0,1,0,4679313,4679313.0,1,삼성1동
20251,11680580,패스트푸드/치킨,3492714059,1746357029.5,2,0,4679313,4679313.0,1,삼성1동
20251,11680580,편의점,8865449337,8865449337.0,1,73,4679313,4679313.0,1,삼성1동
20251,11680580,한식,42472047795,42472047795.0,1,299,4679313,4679313.0,1,삼성1동
20251,11680590,B2B 서비스,1752551266,876275633.0,2,1781,8882682,8882682.0,1,삼성2동
20251,11680590,미용실,1308323584,1308323584.0,1,147,8882682,8882682.0,1,삼성2동
20251,11680590,분식/간식,2050576687,1025288343.5,2,102,8882682,8882682.0,1,삼성2동
20251,11680590,뷰티/화장품,3088722865,1029574288.3333334,3,87,8882682,8882682.0,1,삼성2동
20251,11680590,생활용품 소매,5806050911,967675151.8333334,6,91,8882682,8882682.0,1,삼성2동
20251,11680590,수리/세탁,541476153,541476153.0,1,45,8882682,8882682.0,1,삼성2동
20251,11680590,숙박,404637463,404637463.0,1,32,8882682,8882682.0,1,삼성2동
20251,11680590,스포츠 강습,2718988143,2718988143.0,1,0,8882682,8882682.0,1,삼성2동
20251,11680590,스포츠/레저,565538496,282769248.0,2,59,8882682,8882682.0,1,삼성2동
20251,11680590,식품 소매,7117589277,2372529759.0,3,58,8882682,8882682.0,1,삼성2동
20251,11680590,애완동물,52178717,52178717.0,1,11,8882682,8882682.0,1,삼성2동
20251,11680590,양식/기타외식,3266117151,3266117151.0,1,33,8882682,8882682.0,1,삼성2동
20251,11680590,예술학원,168532504,168532504.0,1,169,8882682,8882682.0,1,삼성2동
20251,11680590,오락/유흥,321248409,160624204.5,2,10,8882682,8882682.0,1,삼성2동
20251,11680590,의료/약국,14329382276,2388230379.3333335,6,103,8882682,8882682.0,1,삼성2동
20251,11680590,의류/패션,308345278,308345278.0,1,77,8882682,8882682.0,1,삼성2동
20251,11680590,일반학원,6180007531,3090003765.5,2,150,8882682,8882682.0,1,삼성2동
20251,11680590,일식,1150861768,1150861768.0,1,33,8882682,8882682.0,1,삼성2동
20251,11680590,전자/통신,417197062,208598531.0,2,15,8882682,8882682.0,1,삼성2동
20251,11680590,주점,3085650081,3085650081.0,1,55,8882682,8882682.0,1,삼성2동
20251,11680590,중식,895860659,895860659.0,1,18,8882682,8882682.0,1,삼성2동
20251,11680590,카페,4100826911,4100826911.0,1,0,8882682,8882682.0,1,삼성2동
20251,11680590,패스트푸드/치킨,494530726,247265363.0,2,0,8882682,8882682.0,1,삼성2동
20251,11680590,편의점,6210722049,6210722049.0,1,69,8882682,8882682.0,1,삼성2동
20251,11680590,한식,18423676572,18423676572.0,1,190,8882682,8882682.0,1,삼성2동
20251,11680600,미용실,1527637828,1527637828.0,1,48,4588549,4588549.0,1,대치1동
20251,11680600,분식/간식,5019122813,2509561406.5,2,37,4588549,4588549.0,1,대치1동
