행정동명,통합카테고리,기준_년분기_코드,성장확률_pct,업종내_순위,업종내_전체동수,상위_퍼센트,등급
마장동,예술학원,20253,42.8,211,378,55.8,C
마장동,오락/유흥,20253,46.2,194,361,53.7,C
마장동,의료/약국,20253,39.6,332,413,80.4,D
마장동,의류/패션,20253,10.8,402,402,100.0,D
마장동,일반학원,20253,51.5,141,397,35.5,B
마장동,전자/통신,20253,39.6,196,309,63.4,C
마장동,주점,20253,53.0,141,398,35.4,B
마장동,중식,20253,63.4,38,358,10.6,A
마장동,카페,20253,42.8,223,419,53.2,C
마장동,패스트푸드/치킨,20253,49.6,149,409,36.4,B
마장동,편의점,20253,42.4,236,405,58.3,C
마장동,한식,20253,63.6,104,421,24.7,A
사근동,미용실,20253,41.4,216,419,51.6,C
사근동,분식/간식,20253,81.7,4,415,1.0,A
사근동,뷰티/화장품,20253,45.9,222,394,56.3,C
사근동,생활용품 소매,20253,78.7,19,405,4.7,A
사근동,수리/세탁,20253,67.6,141,382,36.9,B
사근동,스포츠/레저,20253,47.3,199,395,50.4,C
사근동,식품 소매,20253,22.4,416,422,98.6,D
사근동,양식/기타외식,20253,77.1,3,241,1.2,A
사근동,예술학원,20253,40.9,233,378,61.6,C
사근동,오락/유흥,20253,52.0,143,361,39.6,B
사근동,의료/약국,20253,38.8,339,413,82.1,D
사근동,의류/패션,20253,38.0,354,402,88.1,D
사근동,일식,20253,43.6,148,279,53.0,C
사근동,전자/통신,20253,66.9,66,309,21.4,A
사근동,주점,20253,63.7,53,398,13.3,A
사근동,중식,20253,71.6,13,358,3.6,A
사근동,카페,20253,92.7,5,419,1.2,A
사근동,패스트푸드/치킨,20253,90.2,3,409,0.7,A
사근동,편의점,20253,95.9,1,405,0.2,A
사근동,한식,20253,82.5,13,421,3.1,A
행당1동,B2B 서비스,20253,32.4,280,368,76.1,D
행당1동,미용실,20253,37.6,264,419,63.0,C
행당1동,분식/간식,20253,47.7,243,415,58.6,C
행당1동,뷰티/화장품,20253,37.9,286,394,72.6,C
행당1동,생활용품 소매,20253,43.3,254,405,62.7,C
행당1동,수리/세탁,20253,34.8,341,382,89.3,D
행당1동,스포츠/레저,20253,57.6,93,395,23.5,A
행당1동,식품 소매,20253,72.5,17,422,4.0,A
행당1동,애완동물,20253,25.7,139,147,94.6,D
행당1동,양식/기타외식,20253,43.0,173,241,71.8,C
행당1동,예술학원,20253,37.1,275,378,72.8,C
행당1동,오락/유흥,20253,46.7,189,361,52.4,C
행당1동,의료/약국,20253,41.1,316,413,76.5,D
행당1동,의류/패션,20253,75.2,58,402,14.4,A
행당1동,일반학원,20253,37.5,316,397,79.6,D
행당1동,일식,20253,42.1,160,279,57.3,C
행당1동,전자/통신,20253,54.2,120,309,38.8,B
행당1동,주점,20253,35.6,322,398,80.9,D
행당1동,중식,20253,55.2,117,358,32.7,B
행당1동,카페,20253,50.7,126,419,30.1,B
행당1동,패스트푸드/치킨,20253,71.0,16,409,3.9,A
행당1동,편의점,20253,42.9,225,405,55.6,C
행당1동,한식,20253,62.2,120,421,28.5,B
행당2동,미용실,20253,33.3,323,419,77.1,D
행당2동,분식/간식,20253,47.4,248,415,59.8,C
행당2동,뷰티/화장품,20253,59.7,118,394,29.9,B
행당2동,생활용품 소매,20253,21.3,370,405,91.4,D
행당2동,수리/세탁,20253,83.9,16,382,4.2,A
행당2동,스포츠/레저,20253,47.9,190,395,48.1,B
행당2동,식품 소매,20253,37.6,328,422,77.7,D
행당2동,예술학원,20253,40.5,237,378,62.7,C
행당2동,의료/약국,20253,60.0,114,413,27.6,B
행당2동,의류/패션,20253,61.5,185,402,46.0,B
행당2동,일반학원,20253,39.2,292,397,73.6,C
행당2동,전자/통신,20253,59.9,93,309,30.1,B
행당2동,주점,20253,67.1,36,398,9.0,A
행당2동,카페,20253,44.0,206,419,49.2,B
행당2동,패스트푸드/치킨,20253,52.4,125,409,30.6,B
행당2동,편의점,20253,45.9,176,405,43.5,B
행당2동,한식,20253,46.2,252,421,59.9,C
응봉동,미용실,20253,58.0,52,419,12.4,A
응봉동,분식/간식,20253,38.8,349,415,84.1,D
응봉동,뷰티/화장품,20253,35.2,300,394,76.1,D
응봉동,수리/세탁,20253,89.3,3,382,0.8,A
응봉동,스포츠/레저,20253,47.0,205,395,51.9,C
응봉동,식품 소매,20253,30.5,383,422,90.8,D
응봉동,예술학원,20253,19.0,373,378,98.7,D
응봉동,의료/약국,20253,27.9,387,413,93.7,D
응봉동,의류/패션,20253,84.8,5,402,1.2,A
응봉동,일반학원,20253,37.1,320,397,80.6,D
응봉동,카페,20253,52.2,108,419,25.8,B
응봉동,패스트푸드/치킨,20253,28.2,397,409,97.1,D
응봉동,한식,20253,46.5,249,421,59.1,C
금호1가동,B2B 서비스,20253,93.6,1,368,0.3,A
금호1가동,미용실,20253,55.5,73,419,17.4,A
금호1가동,분식/간식,20253,48.5,230,415,55.4,C
금호1가동,스포츠/레저,20253,37.0,319,395,80.8,D
금호1가동,식품 소매,20253,67.7,41,422,9.7,A
금호1가동,예술학원,20253,48.1,146,378,38.6,B
금호1가동,의료/약국,20253,26.3,393,413,95.2,D
금호1가동,의류/패션,20253,75.0,59,402,14.7,A
금호1가동,일반학원,20253,65.1,32,397,8.1,A
금호1가동,주점,20253,61.7,64,398,16.1,A
금호1가동,카페,20253,67.2,32,419,7.6,A
금호1가동,패스트푸드/치킨,20253,29.8,390,409,95.4,D
금호1가동,편의점,20253,49.6,111,405,27.4,B
금호1가동,한식,20253,37.6,325,421,77.2,D
금호2.3가동,미용실,20253,53.0,92,419,22.0,A
금호2.3가동,분식/간식,20253,65.0,45,415,10.8,A
금호2.3가동,뷰티/화장품,20253,48.2,199,394,50.5,C
금호2.3가동,생활용품 소매,20253,23.5,359,405,88.6,D
금호2.3가동,수리/세탁,20253,72.3,106,382,27.7,B
금호2.3가동,숙박,20253,74.3,10,194,5.2,A
금호2.3가동,스포츠/레저,20253,54.5,119,395,30.1,B
금호2.3가동,식품 소매,20253,54.1,159,422,37.7,B
금호2.3가동,양식/기타외식,20253,56.9,76,241,31.5,B
금호2.3가동,예술학원,20253,35.0,296,378,78.3,D
금호2.3가동,오락/유흥,20253,65.2,37,361,10.2,A
금호2.3가동,의료/약국,20253,74.0,15,413,3.6,A
금호2.3가동,의류/패션,20253,41.0,338,402,84.1,D
금호2.3가동,일반학원,20253,28.6,383,397,96.5,D
금호2.3가동,일식,20253,59.4,44,279,15.8,A
금호2.3가동,전자/통신,20253,42.1,179,309,57.9,C
금호2.3가동,주점,20253,51.4,160,398,40.2,B
금호2.3가동,중식,20253,47.6,206,358,57.5,C
금호2.3가동,카페,20253,47.0,169,419,40.3,B
금호2.3가동,패스트푸드/치킨,20253,41.5,247,409,60.4,C
금호2.3가동,편의점,20253,42.7,229,405,56.5,C
금호2.3가동,한식,20253,35.5,346,421,82.2,D
금호4가동,B2B 서비스,20253,16.6,355,368,96.5,D
금호4가동,미용실,20253,40.0,238,419,56.8,C
금호4가동,분식/간식,20253,37.1,361,415,87.0,D
금호4가동,뷰티/화장품,20253,65.9,87,394,22.1,A
금호4가동,생활용품 소매,20253,65.5,98,405,24.2,A
금호4가동,스포츠/레저,20253,58.9,84,395,21.3,A
금호4가동,식품 소매,20253,48.1,222,422,52.6,C
금호4가동,애완동물,20253,68.1,17,147,11.6,A
금호4가동,양식/기타외식,20253,32.4,214,241,88.8,D
금호4가동,예술학원,20253,82.5,4,378,1.1,A
금호4가동,오락/유흥,20253,29.5,325,361,90.0,D
금호4가동,의료/약국,20253,74.9,13,413,3.1,A
금호4가동,의류/패션,20253,42.5,326,402,81.1,D
금호4가동,일반학원,20253,35.4,338,397,85.1,D
금호4가동,전자/통신,20253,15.0,297,309,96.1,D
금호4가동,주점,20253,50.0,170,398,42.7,B
금호4가동,중식,20253,46.0,220,358,61.5,C
금호4가동,카페,20253,45.4,189,419,45.1,B
금호4가동,패스트푸드/치킨,20253,49.3,154,409,37.7,B
금호4가동,편의점,20253,37.7,320,405,79.0,D
금호4가동,한식,20253,38.6,315,421,74.8,C
옥수동,B2B 서비스,20253,25.5,319,368,86.7,D
옥수동,미용실,20253,25.2,409,419,97.6,D
옥수동,분식/간식,20253,51.3,194,415,46.7,B
옥수동,뷰티/화장품,20253,18.1,387,394,98.2,D
옥수동,생활용품 소매,20253,67.0,88,405,21.7,A
옥수동,수리/세탁,20253,70.5,120,382,31.4,B
옥수동,스포츠/레저,20253,55.0,115,395,29.1,B
옥수동,식품 소매,20253,33.5,364,422,86.3,D
옥수동,양식/기타외식,20253,52.3,111,241,46.1,B
옥수동,예술학원,20253,53.3,112,378,29.6,B
옥수동,오락/유흥,20253,50.2,160,361,44.3,B
옥수동,의료/약국,20253,69.3,35,413,8.5,A
옥수동,의류/패션,20253,74.4,68,402,16.9,A
옥수동,일반학원,20253,57.2,82,397,20.7,A
옥수동,일식,20253,71.4,10,279,3.6,A
옥수동,주점,20253,73.2,11,398,2.8,A
옥수동,카페,20253,54.6,99,419,23.6,A
옥수동,패스트푸드/치킨,20253,29.9,388,409,94.9,D
옥수동,편의점,20253,49.1,117,405,28.9,B
옥수동,한식,20253,59.7,139,421,33.0,B
성수1가1동,B2B 서비스,20253,44.2,189,368,51.4,C
성수1가1동,미용실,20253,56.8,60,419,14.3,A
성수1가1동,분식/간식,20253,51.9,187,415,45.1,B
성수1가1동,뷰티/화장품,20253,25.1,359,394,91.1,D
성수1가1동,생활용품 소매,20253,25.3,349,405,86.2,D
성수1가1동,수리/세탁,20253,55.3,229,382,59.9,C
성수1가1동,스포츠/레저,20253,46.2,215,395,54.4,C
성수1가1동,식품 소매,20253,68.2,37,422,8.8,A
성수1가1동,양식/기타외식,20253,61.8,42,241,17.4,A
성수1가1동,예술학원,20253,42.2,217,378,57.4,C
성수1가1동,오락/유흥,20253,50.2,159,361,44.0,B
성수1가1동,의료/약국,20253,54.7,182,413,44.1,B
성수1가1동,의류/패션,20253,51.0,271,402,67.4,C
성수1가1동,일반학원,20253,31.1,370,397,93.2,D
성수1가1동,전자/통신,20253,19.5,283,309,91.6,D
성수1가1동,주점,20253,45.6,221,398,55.5,C
성수1가1동,중식,20253,58.9,75,358,20.9,A
성수1가1동,카페,20253,65.3,45,419,10.7,A
성수1가1동,패스트푸드/치킨,20253,68.4,22,409,5.4,A
성수1가1동,편의점,20253,57.2,48,405,11.9,A
성수1가1동,한식,20253,65.4,92,421,21.9,A
성수1가2동,B2B 서비스,20253,63.1,64,368,17.4,A
성수1가2동,미용실,20253,37.8,262,419,62.5,C
성수1가2동,분식/간식,20253,54.6,155,415,37.3,B
성수1가2동,뷰티/화장품,20253,57.7,130,394,33.0,B
성수1가2동,생활용품 소매,20253,42.4,261,405,64.4,C
성수1가2동,수리/세탁,20253,40.2,316,382,82.7,D
성수1가2동,스포츠/레저,20253,65.2,48,395,12.2,A
성수1가2동,식품 소매,20253,48.3,219,422,51.9,C
성수1가2동,양식/기타외식,20253,58.9,61,241,25.3,B
성수1가2동,예술학원,20253,36.2,285,378,75.4,D
성수1가2동,오락/유흥,20253,50.8,152,361,42.1,B
성수1가2동,의료/약국,20253,31.9,369,413,89.3,D
성수1가2동,의류/패션,20253,47.7,292,402,72.6,C
성수1가2동,일반학원,20253,43.9,246,397,62.0,C
성수1가2동,일식,20253,60.6,36,279,12.9,A
성수1가2동,전자/통신,20253,29.8,240,309,77.7,D
성수1가2동,주점,20253,69.6,25,398,6.3,A
성수1가2동,중식,20253,58.6,77,358,21.5,A
성수1가2동,카페,20253,71.7,25,419,6.0,A
성수1가2동,패스트푸드/치킨,20253,68.1,24,409,5.9,A
성수1가2동,편의점,20253,50.4,101,405,24.9,A
성수1가2동,한식,20253,69.0,70,421,16.6,A
성수2가1동,B2B 서비스,20253,38.9,234,368,63.6,C
성수2가1동,미용실,20253,47.0,151,419,36.0,B
성수2가1동,분식/간식,20253,46.2,258,415,62.2,C
성수2가1동,뷰티/화장품,20253,69.7,66,394,16.8,A
성수2가1동,생활용품 소매,20253,24.8,351,405,86.7,D
성수2가1동,수리/세탁,20253,79.4,47,382,12.3,A
성수2가1동,숙박,20253,19.9,191,194,98.5,D
성수2가1동,스포츠/레저,20253,67.1,42,395,10.6,A
성수2가1동,식품 소매,20253,43.0,275,422,65.2,C
성수2가1동,애완동물,20253,48.3,69,147,46.9,B
성수2가1동,양식/기타외식,20253,41.1,183,241,75.9,D
성수2가1동,오락/유흥,20253,45.5,204,361,56.5,C
성수2가1동,의료/약국,20253,45.0,284,413,68.8,C
성수2가1동,의류/패션,20253,57.6,215,402,53.5,C
성수2가1동,일반학원,20253,66.6,26,397,6.5,A
성수2가1동,일식,20253,41.5,168,279,60.2,C
성수2가1동,전자/통신,20253,16.3,290,309,93.9,D
성수2가1동,주점,20253,63.8,52,398,13.1,A
성수2가1동,중식,20253,42.4,265,358,74.0,C
성수2가1동,카페,20253,58.2,69,419,16.5,A
성수2가1동,패스트푸드/치킨,20253,48.9,159,409,38.9,B
성수2가1동,편의점,20253,58.3,45,405,11.1,A
성수2가1동,한식,20253,70.0,63,421,15.0,A
성수2가3동,B2B 서비스,20253,36.8,246,368,66.8,C
성수2가3동,미용실,20253,46.5,155,419,37.0,B
성수2가3동,분식/간식,20253,55.2,145,415,34.9,B
성수2가3동,뷰티/화장품,20253,53.5,163,394,41.4,B
성수2가3동,생활용품 소매,20253,34.9,306,405,75.6,D
성수2가3동,수리/세탁,20253,66.6,146,382,38.2,B
성수2가3동,스포츠/레저,20253,52.4,141,395,35.7,B
성수2가3동,식품 소매,20253,58.5,110,422,26.1,B
성수2가3동,양식/기타외식,20253,51.9,113,241,46.9,B
성수2가3동,예술학원,20253,41.3,228,378,60.3,C
성수2가3동,오락/유흥,20253,33.6,300,361,83.1,D
성수2가3동,의료/약국,20253,64.1,77,413,18.6,A
성수2가3동,의류/패션,20253,74.6,65,402,16.2,A
성수2가3동,일반학원,20253,63.9,36,397,9.1,A
성수2가3동,일식,20253,40.2,185,279,66.3,C
성수2가3동,전자/통신,20253,40.6,189,309,61.2,C
성수2가3동,주점,20253,50.2,169,398,42.5,B
성수2가3동,중식,20253,59.7,68,358,19.0,A
성수2가3동,카페,20253,41.9,233,419,55.6,C
성수2가3동,패스트푸드/치킨,20253,39.9,274,409,67.0,C
성수2가3동,편의점,20253,49.0,121,405,29.9,B
성수2가3동,한식,20253,59.4,140,421,33.3,B
송정동,B2B 서비스,20253,65.6,45,368,12.2,A
송정동,미용실,20253,45.7,165,419,39.4,B
송정동,분식/간식,20253,41.1,326,415,78.6,D
송정동,뷰티/화장품,20253,85.6,2,394,0.5,A
송정동,생활용품 소매,20253,44.8,245,405,60.5,C
송정동,수리/세탁,20253,66.4,147,382,38.5,B
송정동,숙박,20253,58.0,58,194,29.9,B
송정동,스포츠/레저,20253,39.1,286,395,72.4,C
송정동,식품 소매,20253,52.6,167,422,39.6,B
송정동,오락/유흥,20253,60.3,75,361,20.8,A
송정동,의료/약국,20253,45.5,275,413,66.6,C
송정동,의류/패션,20253,36.5,361,402,89.8,D
송정동,일반학원,20253,86.6,2,397,0.5,A
송정동,주점,20253,55.5,117,398,29.4,B
송정동,카페,20253,56.0,84,419,20.0,A
송정동,패스트푸드/치킨,20253,72.5,12,409,2.9,A
송정동,편의점,20253,52.6,85,405,21.0,A
송정동,한식,20253,54.5,174,421,41.3,B
용답동,B2B 서비스,20253,23.9,336,368,91.3,D
용답동,미용실,20253,49.3,128,419,30.5,B
용답동,분식/간식,20253,44.8,275,415,66.3,C
용답동,뷰티/화장품,20253,46.5,218,394,55.3,C
용답동,생활용품 소매,20253,17.1,388,405,95.8,D
용답동,수리/세탁,20253,29.5,358,382,93.7,D
용답동,스포츠/레저,20253,69.1,36,395,9.1,A
용답동,식품 소매,20253,45.5,256,422,60.7,C
용답동,애완동물,20253,58.1,42,147,28.6,B
용답동,예술학원,20253,30.0,334,378,88.4,D
용답동,오락/유흥,20253,72.6,10,361,2.8,A
용답동,의료/약국,20253,69.9,29,413,7.0,A
용답동,의류/패션,20253,56.7,223,402,55.5,C
용답동,일반학원,20253,35.6,336,397,84.6,D
용답동,일식,20253,50.7,96,279,34.4,B
용답동,전자/통신,20253,77.6,30,309,9.7,A
용답동,주점,20253,74.7,6,398,1.5,A
용답동,중식,20253,32.0,337,358,94.1,D
용답동,카페,20253,51.4,117,419,27.9,B
용답동,패스트푸드/치킨,20253,66.4,30,409,7.3,A
용답동,편의점,20253,55.1,66,405,16.3,A
용답동,한식,20253,53.5,184,421,43.7,B
화양동,B2B 서비스,20253,75.0,14,368,3.8,A
화양동,미용실,20253,39.5,242,419,57.8,C
화양동,분식/간식,20253,61.8,64,415,15.4,A
화양동,뷰티/화장품,20253,45.0,233,394,59.1,C
화양동,생활용품 소매,20253,59.7,130,405,32.1,B
화양동,수리/세탁,20253,58.6,210,382,55.0,C
화양동,숙박,20253,67.2,26,194,13.4,A
화양동,스포츠/레저,20253,51.2,155,395,39.2,B
화양동,식품 소매,20253,58.7,109,422,25.8,B
화양동,양식/기타외식,20253,59.2,57,241,23.7,A
화양동,예술학원,20253,15.5,377,378,99.7,D
화양동,오락/유흥,20253,62.7,59,361,16.3,A
화양동,의료/약국,20253,64.1,78,413,18.9,A
화양동,의류/패션,20253,61.6,184,402,45.8,B
화양동,일반학원,20253,31.0,371,397,93.5,D
화양동,일식,20253,59.2,45,279,16.1,A
화양동,전자/통신,20253,76.0,37,309,12.0,A
화양동,주점,20253,59.4,88,398,22.1,A
화양동,중식,20253,52.5,150,358,41.9,B
화양동,카페,20253,75.5,21,419,5.0,A
화양동,패스트푸드/치킨,20253,76.1,7,409,1.7,A
화양동,편의점,20253,67.8,17,405,4.2,A
화양동,한식,20253,74.1,44,421,10.5,A
군자동,B2B 서비스,20253,8.9,368,368,100.0,D
군자동,미용실,20253,46.1,160,419,38.2,B
군자동,분식/간식,20253,61.2,71,415,17.1,A
군자동,뷰티/화장품,20253,59.5,120,394,30.5,B
군자동,생활용품 소매,20253,36.2,300,405,74.1,C
군자동,수리/세탁,20253,34.1,343,382,89.8,D
군자동,숙박,20253,45.8,115,194,59.3,C
군자동,스포츠/레저,20253,49.1,178,395,45.1,B
군자동,식품 소매,20253,35.9,341,422,80.8,D
군자동,양식/기타외식,20253,55.4,86,241,35.7,B
군자동,예술학원,20253,44.5,189,378,50.0,B
군자동,오락/유흥,20253,44.4,218,361,60.4,C
군자동,의료/약국,20253,33.7,361,413,87.4,D
군자동,의류/패션,20253,37.2,359,402,89.3,D
군자동,일반학원,20253,35.7,335,397,84.4,D
군자동,일식,20253,49.5,104,279,37.3,B
군자동,주점,20253,38.2,297,398,74.6,C
군자동,중식,20253,62.1,47,358,13.1,A
군자동,카페,20253,76.7,16,419,3.8,A
군자동,패스트푸드/치킨,20253,68.2,23,409,5.6,A
군자동,편의점,20253,55.2,64,405,15.8,A
군자동,한식,20253,66.6,85,421,20.2,A
중곡1동,B2B 서비스,20253,48.2,158,368,42.9,B
중곡1동,미용실,20253,31.4,352,419,84.0,D
중곡1동,분식/간식,20253,56.1,127,415,30.6,B
중곡1동,뷰티/화장품,20253,86.3,1,394,0.3,A
중곡1동,생활용품 소매,20253,23.7,358,405,88.4,D
중곡1동,수리/세탁,20253,45.1,279,382,73.0,C
중곡1동,숙박,20253,51.1,91,194,46.9,B
중곡1동,스포츠/레저,20253,48.6,184,395,46.6,B
중곡1동,식품 소매,20253,59.6,104,422,24.6,A
중곡1동,애완동물,20253,46.8,76,147,51.7,C
중곡1동,예술학원,20253,42.4,216,378,57.1,C
중곡1동,오락/유흥,20253,64.5,43,361,11.9,A
중곡1동,의료/약국,20253,38.8,338,413,81.8,D
중곡1동,의류/패션,20253,46.1,300,402,74.6,C
중곡1동,일반학원,20253,37.6,314,397,79.1,D
중곡1동,일식,20253,27.5,258,279,92.5,D
중곡1동,주점,20253,59.5,86,398,21.6,A
중곡1동,중식,20253,38.4,291,358,81.3,D
중곡1동,카페,20253,63.2,49,419,11.7,A
중곡1동,패스트푸드/치킨,20253,63.9,44,409,10.8,A
중곡1동,편의점,20253,48.0,141,405,34.8,B
중곡1동,한식,20253,57.6,153,421,36.3,B
중곡2동,B2B 서비스,20253,46.3,175,368,47.6,B
중곡2동,미용실,20253,53.9,86,419,20.5,A
중곡2동,분식/간식,20253,43.1,301,415,72.5,C
중곡2동,뷰티/화장품,20253,47.2,211,394,53.6,C
중곡2동,생활용품 소매,20253,27.9,336,405,83.0,D
중곡2동,수리/세탁,20253,33.7,346,382,90.6,D
중곡2동,숙박,20253,36.2,155,194,79.9,D
중곡2동,스포츠/레저,20253,36.2,325,395,82.3,D
중곡2동,식품 소매,20253,55.2,145,422,34.4,B
중곡2동,예술학원,20253,50.8,127,378,33.6,B
중곡2동,오락/유흥,20253,58.6,83,361,23.0,A
중곡2동,의료/약국,20253,51.7,220,413,53.3,C
중곡2동,의류/패션,20253,75.0,60,402,14.9,A
중곡2동,일반학원,20253,37.7,313,397,78.8,D
중곡2동,일식,20253,31.6,234,279,83.9,D
중곡2동,주점,20253,37.0,308,398,77.4,D
중곡2동,중식,20253,38.2,295,358,82.4,D
중곡2동,카페,20253,49.9,132,419,31.5,B
중곡2동,패스트푸드/치킨,20253,39.2,285,409,69.7,C
중곡2동,편의점,20253,40.8,257,405,63.5,C
중곡2동,한식,20253,57.3,156,421,37.1,B
중곡3동,B2B 서비스,20253,65.7,44,368,12.0,A
중곡3동,미용실,20253,35.9,292,419,69.7,C
중곡3동,분식/간식,20253,48.6,225,415,54.2,C
중곡3동,뷰티/화장품,20253,26.9,347,394,88.1,D
중곡3동,생활용품 소매,20253,39.3,280,405,69.1,C
중곡3동,수리/세탁,20253,40.3,314,382,82.2,D
중곡3동,숙박,20253,24.9,182,194,93.8,D
중곡3동,스포츠/레저,20253,35.7,330,395,83.5,D
중곡3동,식품 소매,20253,46.0,246,422,58.3,C
중곡3동,애완동물,20253,68.3,16,147,10.9,A
중곡3동,양식/기타외식,20253,47.6,143,241,59.3,C
중곡3동,예술학원,20253,57.2,86,378,22.8,A
중곡3동,오락/유흥,20253,39.1,266,361,73.7,C
중곡3동,의료/약국,20253,60.0,115,413,27.8,B
중곡3동,의류/패션,20253,46.8,297,402,73.9,C
중곡3동,일반학원,20253,49.5,174,397,43.8,B
중곡3동,전자/통신,20253,25.9,253,309,81.9,D
중곡3동,주점,20253,66.1,41,398,10.3,A
중곡3동,중식,20253,51.5,165,358,46.1,B
중곡3동,카페,20253,44.5,200,419,47.7,B
중곡3동,패스트푸드/치킨,20253,41.5,248,409,60.6,C
중곡3동,편의점,20253,43.3,221,405,54.6,C
중곡3동,한식,20253,47.5,238,421,56.5,C
중곡4동,B2B 서비스,20253,26.4,315,368,85.6,D
중곡4동,미용실,20253,43.9,180,419,43.0,B
중곡4동,분식/간식,20253,58.2,98,415,23.6,A
중곡4동,뷰티/화장품,20253,77.2,26,394,6.6,A
중곡4동,생활용품 소매,20253,61.7,119,405,29.4,B
중곡4동,수리/세탁,20253,45.6,275,382,72.0,C
중곡4동,숙박,20253,48.5,103,194,53.1,C
중곡4동,스포츠/레저,20253,52.5,139,395,35.2,B
중곡4동,식품 소매,20253,60.8,97,422,23.0,A
중곡4동,예술학원,20253,43.6,198,378,52.4,C
중곡4동,오락/유흥,20253,52.0,141,361,39.1,B
중곡4동,의료/약국,20253,54.0,193,413,46.7,B
중곡4동,의류/패션,20253,56.6,224,402,55.7,C
중곡4동,일반학원,20253,33.6,353,397,88.9,D
중곡4동,일식,20253,27.2,260,279,93.2,D
중곡4동,전자/통신,20253,20.7,272,309,88.0,D
중곡4동,주점,20253,24.6,381,398,95.7,D
중곡4동,중식,20253,41.3,271,358,75.7,D
중곡4동,카페,20253,34.8,321,419,76.6,D
중곡4동,패스트푸드/치킨,20253,48.7,163,409,39.9,B
중곡4동,편의점,20253,39.9,281,405,69.4,C
중곡4동,한식,20253,54.8,169,421,40.1,B
능동,B2B 서비스,20253,57.4,92,368,25.0,A
능동,미용실,20253,37.3,268,419,64.0,C
능동,분식/간식,20253,53.9,158,415,38.1,B
능동,뷰티/화장품,20253,73.1,49,394,12.4,A
능동,생활용품 소매,20253,48.9,209,405,51.6,C
능동,수리/세탁,20253,49.9,257,382,67.3,C
능동,스포츠/레저,20253,66.5,45,395,11.4,A
능동,식품 소매,20253,38.2,324,422,76.8,D
능동,양식/기타외식,20253,65.8,26,241,10.8,A
능동,예술학원,20253,25.7,354,378,93.7,D
능동,오락/유흥,20253,61.7,63,361,17.5,A
능동,의료/약국,20253,41.6,313,413,75.8,D
능동,의류/패션,20253,53.5,249,402,61.9,C
능동,일반학원,20253,47.2,212,397,53.4,C
능동,일식,20253,58.3,52,279,18.6,A
능동,전자/통신,20253,51.9,132,309,42.7,B
능동,주점,20253,40.7,272,398,68.3,C
능동,카페,20253,50.8,123,419,29.4,B
능동,패스트푸드/치킨,20253,60.2,56,409,13.7,A
능동,편의점,20253,44.3,204,405,50.4,C
능동,한식,20253,44.1,266,421,63.2,C
광장동,B2B 서비스,20253,47.7,162,368,44.0,B
광장동,미용실,20253,74.1,9,419,2.1,A
광장동,분식/간식,20253,55.7,135,415,32.5,B
광장동,뷰티/화장품,20253,45.4,227,394,57.6,C
광장동,생활용품 소매,20253,69.5,72,405,17.8,A
광장동,수리/세탁,20253,75.3,79,382,20.7,A
광장동,숙박,20253,29.2,174,194,89.7,D
광장동,스포츠/레저,20253,69.8,33,395,8.4,A
광장동,식품 소매,20253,28.5,394,422,93.4,D
광장동,애완동물,20253,31.6,125,147,85.0,D
광장동,양식/기타외식,20253,33.8,209,241,86.7,D
광장동,예술학원,20253,40.5,235,378,62.2,C
광장동,오락/유흥,20253,80.6,4,361,1.1,A
광장동,의료/약국,20253,40.3,325,413,78.7,D
광장동,의류/패션,20253,25.3,389,402,96.8,D
광장동,일반학원,20253,59.3,68,397,17.1,A
광장동,일식,20253,53.9,77,279,27.6,B
광장동,주점,20253,68.9,28,398,7.0,A
광장동,중식,20253,39.8,277,358,77.4,D
광장동,카페,20253,48.1,154,419,36.8,B
광장동,패스트푸드/치킨,20253,31.0,381,409,93.2,D
광장동,편의점,20253,45.5,180,405,44.4,B
광장동,한식,20253,70.8,56,421,13.3,A
자양1동,B2B 서비스,20253,43.0,202,368,54.9,C
자양1동,미용실,20253,30.3,359,419,85.7,D
자양1동,분식/간식,20253,71.3,18,415,4.3,A
자양1동,뷰티/화장품,20253,77.5,22,394,5.6,A
자양1동,생활용품 소매,20253,72.2,50,405,12.3,A
자양1동,수리/세탁,20253,62.5,186,382,48.7,B
자양1동,스포츠/레저,20253,50.6,167,395,42.3,B
자양1동,식품 소매,20253,46.7,238,422,56.4,C
자양1동,양식/기타외식,20253,84.9,1,241,0.4,A
자양1동,예술학원,20253,21.7,369,378,97.6,D
자양1동,오락/유흥,20253,33.7,299,361,82.8,D
자양1동,의료/약국,20253,45.3,277,413,67.1,C
자양1동,의류/패션,20253,62.9,167,402,41.5,B
자양1동,일반학원,20253,30.8,372,397,93.7,D
자양1동,전자/통신,20253,75.4,40,309,12.9,A
자양1동,주점,20253,64.2,49,398,12.3,A
자양1동,중식,20253,50.3,180,358,50.3,C
자양1동,카페,20253,49.3,140,419,33.4,B
자양1동,패스트푸드/치킨,20253,40.5,261,409,63.8,C
자양1동,편의점,20253,47.1,152,405,37.5,B
자양1동,한식,20253,60.3,132,421,31.4,B
자양2동,B2B 서비스,20253,34.0,266,368,72.3,C
자양2동,미용실,20253,31.7,349,419,83.3,D
자양2동,분식/간식,20253,32.3,393,415,94.7,D
자양2동,뷰티/화장품,20253,30.9,320,394,81.2,D
자양2동,생활용품 소매,20253,61.0,121,405,29.9,B
자양2동,수리/세탁,20253,39.0,321,382,84.0,D
